id,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_ans,created_at
21598,Logical Reasoning,Critical Reasoning,Hard,"Argument: 'Sales of ice cream rise when drowning accidents increase. Therefore, eating ice cream causes drowning.' The flaw is:",Correlation is mistaken for causation,The sample size is too small,The argument is circular,The conclusion is irrelevant,A,2026-07-05 11:34:20.444436+05:30
21599,Logical Reasoning,Critical Reasoning,Hard,A company policy states: 'Employees with perfect attendance get a bonus.' Ram received a bonus. What can we conclude?,Ram may or may not have perfect attendance,Ram has perfect attendance,Ram has partial attendance,Cannot conclude anything,A,2026-07-05 11:34:20.444436+05:30
21600,Logical Reasoning,Critical Reasoning,Hard,Argument: 'Every student who passed the exam studied hard. Priya studied hard.' Conclusion: 'Priya passed the exam.' This argument is:,Invalid – affirming the consequent,Valid deductive argument,Valid inductive argument,Sound and valid,A,2026-07-05 11:34:20.444436+05:30
21601,Logical Reasoning,Critical Reasoning,Medium,"If the statement 'All politicians are corrupt' is false, which is definitely true?",Some politicians are not corrupt,No politician is corrupt,All politicians are honest,Politicians are rarely corrupt,A,2026-07-05 11:34:20.444436+05:30
21602,Logical Reasoning,Critical Reasoning,Hard,"'Either the train is on time, or we will be late. We are not late. Therefore, the train was on time.' This is an example of:",Valid disjunctive syllogism,Invalid argument,Circular reasoning,Hasty generalization,A,2026-07-05 11:34:20.444436+05:30
21603,Logical Reasoning,Critical Reasoning,Hard,Which weakens the argument: 'Students who use laptops in class perform better on exams.'?,High-performing students are more likely to own laptops,Laptops distract students,The study covered 5000 students,Laptops allow better note-taking,A,2026-07-05 11:34:20.444436+05:30
21604,Logical Reasoning,Critical Reasoning,Hard,All A are B. Some B are C. Therefore:,Some A may or may not be C,All A are C,No A are C,Some A are definitely C,A,2026-07-05 11:34:20.444436+05:30
21605,Logical Reasoning,Critical Reasoning,Hard,"A man says, 'I always lie.' This statement is:",A paradox,True,False,A valid claim,A,2026-07-05 11:34:20.444436+05:30
21606,Logical Reasoning,Critical Reasoning,Medium,Which conclusion follows from: 'No honest person is wealthy. Some politicians are wealthy.'?,Some politicians are not honest,All politicians are dishonest,No politician is honest,Wealthy people are dishonest,A,2026-07-05 11:34:20.444436+05:30
21607,Logical Reasoning,Input-Output,Hard,Machine step pattern — Input: 'bold girl smart work' → Step1: 'girl bold smart work' → Step2: 'girl bold work smart' → What is Step3?,girl bold work smart (already arranged),girl smart bold work,girl work bold smart,smart girl bold work,A,2026-07-05 11:34:20.444436+05:30
21608,Logical Reasoning,Input-Output,Hard,"In a step process, numbers are arranged in descending order. Input: 5 8 2 9 3 1. Step 2 output is:",9 8 5 2 3 1,9 8 2 5 3 1,8 9 5 2 3 1,9 5 8 2 3 1,A,2026-07-05 11:34:20.444436+05:30
21609,Logical Reasoning,Input-Output,Hard,Input: 26 15 43 7 31 18. If even numbers are halved and odd numbers are multiplied by 3. Output is:,13 45 21.5 21 93 9,52 45 86 21 93 36,13 45 21.5 21 93 9,13 45 22 21 93 9,A,2026-07-05 11:34:20.444436+05:30
21610,Logical Reasoning,Input-Output,Medium,Shift cipher: each letter moves +3 positions. Encode 'CAT':,FDW,DFW,FDX,ECV,A,2026-07-05 11:34:20.444436+05:30
21611,Logical Reasoning,Input-Output,Hard,A machine reverses words and capitalizes first letter of each reversed word. Input: 'hello world test'. Output:,Olleh Dlrow Tset,HELLO WORLD TEST,olleh dlrow tset,Hello World Test,A,2026-07-05 11:34:20.444436+05:30
21612,Logical Reasoning,Input-Output,Hard,"Input: 84 25 63 12 45. Numbers sorted in ascending order, then each multiplied by 2. Final sequence:",24 50 84 90 126,24 50 90 84 126,24 50 84 126 90,50 24 84 90 126,C,2026-07-05 11:34:20.444436+05:30
21613,Logical Reasoning,Input-Output,Hard,"In a code: A→D, B→E, C→F,... (shift +3). Decode 'GRR':",DOO,DOP,DNA,EPP,A,2026-07-05 11:34:20.444436+05:30
21614,Logical Reasoning,Input-Output,Hard,"Step 1: Add positions of all letters. Step 2: Multiply by 2. CAT (3+1+20=24, ×2=48). What is DOG?",60,56,52,72,B,2026-07-05 11:34:20.444436+05:30
21615,Logical Reasoning,Input-Output,Hard,"A sorting machine arranges numbers: largest moves to end. After pass 1 on [3,1,4,1,5,9]: result is:",3 1 4 1 5 9,1 3 4 1 5 9,3 1 4 1 5 9,3 1 1 4 5 9,A,2026-07-05 11:34:20.444436+05:30
21616,Logical Reasoning,Input-Output,Hard,Input: RED GREEN BLUE. If all letters are reversed and only first 3 letters of each word taken. Output:,DER NER EUL,RED GRE BLU,DER EER ULB,EDR NEE EUL,A,2026-07-05 11:34:20.444436+05:30
21617,Logical Reasoning,Venn Diagrams,Medium,"In a class of 50: 30 like Cricket, 20 like Football, 10 like both. How many like neither?",10,15,20,5,A,2026-07-05 11:34:20.444436+05:30
21618,Logical Reasoning,Venn Diagrams,Medium,"In a group: 60% like A, 50% like B, 20% like both. What % like neither?",10%,15%,20%,5%,A,2026-07-05 11:34:20.444436+05:30
21619,Logical Reasoning,Venn Diagrams,Medium,"Out of 100 people: 70 read newspaper A, 60 read newspaper B, 40 read both. How many read neither?",10,15,20,5,A,2026-07-05 11:34:20.444436+05:30
21620,Logical Reasoning,Venn Diagrams,Medium,"A survey found 80 people: 50 have cars, 30 have bikes, 10 have both. How many have neither?",10,15,20,5,A,2026-07-05 11:34:20.444436+05:30
21621,Logical Reasoning,Venn Diagrams,Hard,"In a group of 200 students: 100 study Physics, 120 study Chemistry, 50 study both. How many study neither?",30,50,20,40,A,2026-07-05 11:34:20.444436+05:30
21622,Logical Reasoning,Venn Diagrams,Easy,"In a Venn diagram with two circles A and B overlapping: region (A only) = 15, (B only) = 20, (both) = 10. Total elements = ?",45,35,30,50,A,2026-07-05 11:34:20.444436+05:30
21623,Logical Reasoning,Venn Diagrams,Medium,"Sets: |A| = 40, |B| = 30, |A∪B| = 60. Find |A∩B|.",10,15,20,25,A,2026-07-05 11:34:20.444436+05:30
21624,Logical Reasoning,Venn Diagrams,Medium,"In a survey, 100 people: 70% like tea, 60% like coffee, 40% like both. What % like only tea?",30%,20%,25%,40%,A,2026-07-05 11:34:20.444436+05:30
21625,Logical Reasoning,Venn Diagrams,Easy,"Set A = {1,2,3,4,5}, Set B = {3,4,5,6,7}. What is A∩B?","{ 3,4,5}","{1,2,6,7}","{1,2,3,4,5,6,7}","{3,5}",A,2026-07-05 11:34:20.444436+05:30
21626,Logical Reasoning,Venn Diagrams,Easy,"Set A = {a,b,c,d}, Set B = {c,d,e,f}. What is A∪B?","{a,b,c,d,e,f}","{c,d}","{a,b}","{e,f}",A,2026-07-05 11:34:20.444436+05:30
21627,Logical Reasoning,Matrix Reasoning,Medium,"Matrix pattern: Row 1: 2, 4, 8. Row 2: 3, 9, 27. Row 3: 4, 16, ?",64,32,256,128,A,2026-07-05 11:34:20.444436+05:30
21628,Logical Reasoning,Matrix Reasoning,Easy,"Matrix: Row 1: 1, 2, 3. Row 2: 4, 5, 6. Row 3: 7, 8, ?",9,10,11,12,A,2026-07-05 11:34:20.444436+05:30
21629,Logical Reasoning,Matrix Reasoning,Medium,"Each row sums to same value. Row 1: 5, 3, 8. Row 2: 7, 4, 5. Row 3: 6, ?, 5",5,4,7,6,A,2026-07-05 11:34:20.444436+05:30
21630,Logical Reasoning,Matrix Reasoning,Easy,"Matrix: Row 1: A1, B2, C3. Row 2: D4, E5, F6. Row 3: G7, H8, ?",I9,I8,J9,H9,A,2026-07-05 11:34:20.444436+05:30
21631,Logical Reasoning,Matrix Reasoning,Hard,"Each column sums to 15. Column 1: 2, 5, 8. Column 2: 9, 4, 2. Missing in Column 3, Row 2: Row1=4,?=,Row3=6.",5,4,6,3,A,2026-07-05 11:34:20.444436+05:30
21632,Logical Reasoning,Matrix Reasoning,Easy,Matrix: 1 4 9 / 16 25 36 / 49 64 ?,81,64,100,72,A,2026-07-05 11:34:20.444436+05:30
21633,Logical Reasoning,Matrix Reasoning,Medium,"Pattern: each element = row × column. Row 3, Col 4 = ?",12,9,16,6,A,2026-07-05 11:34:20.444436+05:30
21634,Logical Reasoning,Matrix Reasoning,Easy,Matrix: 3 6 9 / 12 15 18 / 21 24 ? (arithmetic progression),27,25,30,28,A,2026-07-05 11:34:20.444436+05:30
21635,Logical Reasoning,Matrix Reasoning,Easy,Row 1: △ ○ □. Row 2: ○ □ △. Row 3: □ △ ?,○,△,□,●,A,2026-07-05 11:34:20.444436+05:30
21636,Logical Reasoning,Matrix Reasoning,Hard,"Matrix values: diagonals sum to 15. Main diagonal: 5, ?, 3. Middle element?",7,6,8,4,A,2026-07-05 11:34:20.444436+05:30
21637,Logical Reasoning,Logical,Medium,"Number series: 2, 5, 10, 17, 26, ?",37,35,38,36,A,2026-07-05 11:34:20.444436+05:30
21638,Logical Reasoning,Logical,Medium,"Number series: 3, 9, 27, 81, ?",243,162,324,81,A,2026-07-05 11:34:20.444436+05:30
21639,Logical Reasoning,Logical,Medium,"Number series: 1, 1, 2, 3, 5, 8, ?",13,11,15,10,A,2026-07-05 11:34:20.444436+05:30
21640,Logical Reasoning,Logical,Medium,"Number series: 5, 10, 20, 40, ?",80,60,100,70,A,2026-07-05 11:34:20.444436+05:30
21641,Logical Reasoning,Logical,Medium,"Number series: 7, 14, 28, 56, ?",112,84,98,100,A,2026-07-05 11:34:20.444436+05:30
21642,Logical Reasoning,Logical,Medium,"Letter series: Z, X, V, T, ?",R,S,Q,P,A,2026-07-05 11:34:20.444436+05:30
21643,Logical Reasoning,Logical,Medium,"Letter series: A, D, G, J, ?",M,L,N,K,A,2026-07-05 11:34:20.444436+05:30
21644,Logical Reasoning,Logical,Medium,"Letter series: B, D, F, H, ?",J,I,K,L,A,2026-07-05 11:34:20.444436+05:30
21645,Logical Reasoning,Logical,Medium,"Alphanumeric: A1, B3, C6, D10, ?",E15,E14,F15,E16,A,2026-07-05 11:34:20.444436+05:30
21646,Logical Reasoning,Logical,Medium,"Find the missing: 1, 4, 9, 16, ?, 36",25,20,30,27,A,2026-07-05 11:34:20.444436+05:30
21647,Logical Reasoning,Logical,Medium,"Find the odd one out: Cat, Dog, Lion, Sparrow",Sparrow,Cat,Dog,Lion,A,2026-07-05 11:34:20.444436+05:30
21648,Logical Reasoning,Logical,Medium,"Find the odd one out: Triangle, Circle, Square, Cube",Cube,Triangle,Circle,Square,A,2026-07-05 11:34:20.444436+05:30
21649,Logical Reasoning,Logical,Medium,"Find the odd one out: Wheat, Rice, Mango, Barley",Mango,Wheat,Rice,Barley,A,2026-07-05 11:34:20.444436+05:30
21650,Logical Reasoning,Logical,Medium,"Find the odd one out: 4, 9, 16, 25, 36, 48",48,4,9,36,A,2026-07-05 11:34:20.444436+05:30
21651,Logical Reasoning,Logical,Medium,"Find the odd one out: January, March, May, June",June,January,March,May,A,2026-07-05 11:34:20.444436+05:30
21652,Logical Reasoning,Logical,Medium,Analogy: Doctor : Hospital :: Teacher : ?,School,Library,Office,Clinic,A,2026-07-05 11:34:20.444436+05:30
21653,Logical Reasoning,Logical,Medium,Analogy: Book : Library :: Money : ?,Bank,Wallet,Shop,Market,A,2026-07-05 11:34:20.444436+05:30
21654,Logical Reasoning,Logical,Medium,Analogy: Fish : Water :: Bird : ?,Air,Sky,Nest,Tree,A,2026-07-05 11:34:20.444436+05:30
21655,Logical Reasoning,Logical,Medium,Analogy: Iron : Hard :: Cotton : ?,Soft,Heavy,Rough,Strong,A,2026-07-05 11:34:20.444436+05:30
21656,Logical Reasoning,Logical,Medium,Analogy: Pen : Write :: Knife : ?,Cut,Cook,Draw,Sew,A,2026-07-05 11:34:20.444436+05:30
21657,Logical Reasoning,Logical,Medium,Analogy: Sun : Day :: Moon : ?,Night,Stars,Sky,Cloud,A,2026-07-05 11:34:20.444436+05:30
21658,Logical Reasoning,Logical,Medium,Analogy: Earth : Planet :: India : ?,Country,City,Continent,State,A,2026-07-05 11:34:20.444436+05:30
21659,Logical Reasoning,Logical,Medium,Analogy: Cricket : Bat :: Hockey : ?,Stick,Ball,Net,Court,A,2026-07-05 11:34:20.444436+05:30
21660,Logical Reasoning,Logical,Medium,Analogy: Water : Thirst :: Food : ?,Hunger,Eat,Cook,Taste,A,2026-07-05 11:34:20.444436+05:30
21661,Logical Reasoning,Logical,Medium,Analogy: Snake : Reptile :: Frog : ?,Amphibian,Insect,Mammal,Bird,A,2026-07-05 11:34:20.444436+05:30
21662,Logical Reasoning,Logical,Medium,Coding: In code APPLE=BQQMF. How is MANGO coded?,NBOHO,MANGO,NAMGO,NANGO,A,2026-07-05 11:34:20.444436+05:30
21663,Logical Reasoning,Logical,Medium,"Coding: If CAT=3120, then DOG=?",4157,4167,3267,4267,A,2026-07-05 11:34:20.444436+05:30
21664,Logical Reasoning,Logical,Medium,Coding: ABCD=DCBA. Then HELP=?,PLEH,HELP,HLEP,PELH,A,2026-07-05 11:34:20.444436+05:30
21665,Logical Reasoning,Logical,Medium,"Coding: If FLOWER = 67, then PLANT = ?",63,65,61,67,A,2026-07-05 11:34:20.444436+05:30
21666,Logical Reasoning,Logical,Medium,"Coding: If 1=A, 2=B, 3=C... then INDIA = ?","9, 14, 4, 9, 1","9,13,4,9,1","8,14,4,8,1","9,14,5,9,1",A,2026-07-05 11:34:20.444436+05:30
21667,Logical Reasoning,Logical,Medium,Blood relation: A's father is B's son. How is A related to B?,Grandson,Son,Nephew,Brother,A,2026-07-05 11:34:20.444436+05:30
21668,Logical Reasoning,Logical,Medium,Blood relation: X is Y's sister. Y is Z's mother. How is X related to Z?,Aunt,Sister,Mother,Niece,A,2026-07-05 11:34:20.444436+05:30
21669,Logical Reasoning,Logical,Medium,Blood relation: P is Q's father. Q is R's sister. S is Q's mother. How is P related to S?,Husband,Brother,Father,Son,A,2026-07-05 11:34:20.444436+05:30
21670,Logical Reasoning,Logical,Medium,Blood relation: M is N's brother. N is O's mother. O is P's daughter. How is M related to O?,Uncle,Brother,Father,Nephew,A,2026-07-05 11:34:20.444436+05:30
21671,Logical Reasoning,Logical,Medium,Blood relation: A is B's son. C is A's sister. D is C's mother. How is B related to D?,Husband,Brother,Father,Son,A,2026-07-05 11:34:20.444436+05:30
21672,Logical Reasoning,Logical,Medium,"Direction: A person walks 5 km North, turns right, walks 3 km, turns right again and walks 5 km. Which direction is he now?",South,East,West,North,A,2026-07-05 11:34:20.444436+05:30
21673,Logical Reasoning,Logical,Medium,"Direction: Starting facing East, a person turns left, then left again, then right. Now facing?",North,South,East,West,A,2026-07-05 11:34:20.444436+05:30
21674,Logical Reasoning,Logical,Medium,"Direction: X walks 10m East, 6m South, 3m East, 4m North. Where is X from start?","13m East, 2m South","13m East, 2m North",10m East,14m East,A,2026-07-05 11:34:20.444436+05:30
21675,Logical Reasoning,Logical,Medium,"Direction: Ram starts North, turns right, walks 2km, turns right, walks 3km. Which direction to start?",South West,North East,South East,North West,A,2026-07-05 11:34:20.444436+05:30
21676,Logical Reasoning,Logical,Medium,"Direction: Going South 2km, turn left 3km, turn left 2km. Direction now?",North,East,South,West,A,2026-07-05 11:34:20.444436+05:30
21677,Logical Reasoning,Logical,Medium,Syllogism: All cats are animals. All animals are living beings. Which is true?,All cats are living beings,All living beings are cats,No cats are living,Some cats are not living,A,2026-07-05 11:34:20.444436+05:30
21678,Logical Reasoning,Logical,Medium,Syllogism: All pens are books. No book is paper. Which conclusion follows?,No pen is paper,Some pens are paper,All papers are pens,None of these,A,2026-07-05 11:34:20.444436+05:30
21679,Logical Reasoning,Logical,Medium,Syllogism: Some flowers are red. All red things are beautiful. Which is true?,Some flowers are beautiful,All flowers are beautiful,No flowers are beautiful,Cannot determine,A,2026-07-05 11:34:20.444436+05:30
21680,Logical Reasoning,Logical,Medium,Syllogism: All men are mortal. Socrates is a man. Therefore?,Socrates is mortal,Socrates is immortal,All mortals are men,Socrates is not mortal,A,2026-07-05 11:34:20.444436+05:30
21681,Logical Reasoning,Logical,Medium,Syllogism: No birds are mammals. All dogs are mammals. Which is definitely true?,No dog is a bird,All birds are dogs,Some birds are dogs,None of above,A,2026-07-05 11:34:20.444436+05:30
21682,Logical Reasoning,Logical,Medium,Calendar: What day is 15 Aug 1947 if 1 Jan 1947 was Wednesday?,Thursday,Friday,Saturday,Sunday,B,2026-07-05 11:34:20.444436+05:30
21683,Logical Reasoning,Logical,Medium,"Calendar: If 1 March 2022 is Tuesday, what day is 1 March 2023?",Wednesday,Thursday,Friday,Tuesday,A,2026-07-05 11:34:20.444436+05:30
21684,Logical Reasoning,Logical,Medium,Calendar: How many odd days in a leap year?,2,1,3,0,A,2026-07-05 11:34:20.444436+05:30
