id,title,body,category,skill,difficulty,roles,source,created_at
126316,How do you implement multitasking without RTOS?,Using millis() and state machines.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126317,What is timer overflow and how is it used?,"When counter exceeds limit, can trigger interrupt.",Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126318,How do you calibrate ADC in Arduino?,By comparing with known reference voltages.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126319,How do you measure frequency using Arduino?,Using interrupts and pulseIn() for timing.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126320,What are direct port manipulations?,Directly writing to PORT registers.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126321,How does Arduino handle memory fragmentation?,Memory fragmentation happens with dynamic allocation.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126322,How do you implement software PWM on non-PWM pins?,By toggling pins with software loops.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126323,What is the maximum current Arduino Uno can supply?,Around 500 mA from USB.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126324,How do you design Arduino for low-power battery projects?,By deep sleep and low-power components.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126325,How do you use watchdog timer for system recovery?,Auto-reset system if software hangs.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126326,How do you manage large data logging with Arduino?,Use SD cards and buffer management.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126327,How do you extend SRAM limitations?,Use PROGMEM or external SRAM.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126328,What are limitations of floating point in Arduino?,Limited precision (6–7 digits).,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126329,How do you program Arduino without bootloader?,By flashing using ISP programmer.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126330,What is the role of fuse bits?,"Fuse bits set hardware config like clock, bootloader.",Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126331,How do you create custom Arduino libraries?,By writing reusable classes and headers.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126332,What is the difference between Arduino IDE and PlatformIO?,PlatformIO provides advanced dev and debugging tools.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126333,How do you implement I2C communication with multiple devices?,By addressing devices with unique addresses.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126334,How do you synchronize multiple Arduinos?,Via serial/I2C for communication sync.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126335,What is ArduinoISP?,Arduino acting as in-system programmer.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126336,What is ICSP header?,Connector to program microcontroller directly.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126337,What are hardware timers used for motor control?,Used for precise PWM motor control.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126338,How do you implement PID control on Arduino?,By coding control loop with feedback.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126339,How do you integrate Arduino with IoT cloud?,Using Wi-Fi/Ethernet shields and services.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126340,What are drawbacks of delay() function?,Blocks execution; use millis() instead.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126341,How do you measure current with Arduino?,Using shunt resistor and ADC.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126342,How do you handle EEPROM wear-leveling?,Distribute writes across EEPROM cells.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126343,What is bit-banging in Arduino?,Manual protocol emulation using GPIO toggling.,Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126344,How do you optimize code size for small Arduinos?,"Optimize libraries, remove floats, use smaller data types.",Emerging Tech,Arduino,Hard,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126345,What is a Raspberry Pi?,"A small, affordable single-board computer.",Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126346,Who developed Raspberry Pi?,Raspberry Pi Foundation (UK).,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126347,What operating system is most commonly used on Raspberry Pi?,Raspberry Pi OS (formerly Raspbian).,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126348,What programming language is most commonly used on Raspberry Pi?,Python.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126349,Does Raspberry Pi have GPIO pins?,Yes.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126350,What is the purpose of GPIO pins?,To connect and control hardware components.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126351,What is the difference between Raspberry Pi and Arduino?,Raspberry Pi is a full computer; Arduino is a microcontroller.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126352,What is the default username in Raspberry Pi OS?,Username: pi.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126353,What is the default password in Raspberry Pi OS?,Password: raspberry (default).,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126354,Does Raspberry Pi support Wi-Fi?,Yes.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126355,Does Raspberry Pi support Bluetooth?,Yes.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126356,Which Raspberry Pi model introduced USB 3.0?,Raspberry Pi 4.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126357,Which Raspberry Pi model introduced built-in Wi-Fi?,Raspberry Pi 3.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126358,What is a Raspberry Pi Zero?,"A smaller, low-power Raspberry Pi board.",Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126359,What power supply is required for Raspberry Pi 4?,"5V, 3A via USB-C.",Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126360,Can Raspberry Pi output HDMI video?,"Yes, via micro-HDMI/HDMI ports.",Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126361,What is the CSI port used for?,For camera connection.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126362,What is the DSI port used for?,For display connection.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126363,Can Raspberry Pi be used as a desktop computer?,"Yes, with monitor, keyboard, and mouse.",Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126364,What is Raspberry Pi Imager?,An official tool to flash OS images onto SD cards.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126365,What is the default file system of Raspberry Pi OS?,EXT4.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126366,What is a Raspberry Pi HAT?,Hardware Attached on Top (expansion boards).,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126367,What is an SD card used for in Raspberry Pi?,Storage for OS and files.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126368,What is raspi-config?,A tool for system configuration.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126369,What is the Pi Camera Module?,An official camera accessory.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126370,What is the difference between Pi 3 and Pi 4?,"Pi 4 is faster, supports 4K, more RAM, USB 3.0.",Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126371,Can Raspberry Pi run Python?,Yes.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126372,Can Raspberry Pi connect to sensors?,"Yes, via GPIO/I2C/SPI/UART.",Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126373,What is the boot device for Raspberry Pi?,MicroSD card.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126374,What is VNC in Raspberry Pi?,Virtual Network Computing for remote access.,Emerging Tech,Raspberry Pi,Easy,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126375,What is a Raspberry Pi cluster?,A network of multiple Raspberry Pis working together.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126376,How do you enable SSH on Raspberry Pi?,By enabling via raspi-config or placing ssh file in /boot.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126377,How do you enable I2C on Raspberry Pi?,Enable via raspi-config.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126378,What is SPI in Raspberry Pi?,"Serial communication protocol using MOSI, MISO, SCLK, CS.",Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126379,What is UART in Raspberry Pi?,Universal Asynchronous Receiver/Transmitter.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126380,How do you control GPIO in Python?,Using RPi.GPIO or gpiozero libraries.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126381,What is the RPi.GPIO library?,A Python library to control GPIO pins.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126382,What is the gpiozero library?,High-level Python library for GPIO devices.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126383,What is headless setup of Raspberry Pi?,"Running Pi without monitor, using SSH or VNC.",Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126384,How do you set static IP on Raspberry Pi?,By editing dhcpcd.conf file.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126385,What is the use of crontab on Raspberry Pi?,To schedule repetitive tasks.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126386,How do you update Raspberry Pi OS?,sudo apt update && sudo apt upgrade.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126387,What is the purpose of config.txt file?,Used to configure boot and hardware settings.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
126388,What is the difference between Lite and Desktop versions of Raspberry Pi OS?,Lite is CLI-only; Desktop has GUI.,Emerging Tech,Raspberry Pi,Medium,"[""ML Engineer"", ""Software Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:26.278836+05:30
